eval_0_precision,eval_0_recall,eval_0_f1-score,eval_0_support,eval_1_precision,eval_1_recall,eval_1_f1-score,eval_1_support,eval_accuracy,eval_macro avg_precision,eval_macro avg_recall,eval_macro avg_f1-score,eval_macro avg_support,eval_weighted avg_precision,eval_weighted avg_recall,eval_weighted avg_f1-score,eval_weighted avg_support,eval_roc_auc_0_vs_rest,eval_roc_auc_1_vs_rest,eval_roc_auc_average,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,grad_norm,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.9968390155791375,0.9977401129943503,0.997289360740908,4425.0,0.9924471299093656,0.9894578313253012,0.9909502262443439,1328.0,0.995828263514688,0.9946430727442515,0.9935989721598257,0.994119793492626,5753.0,0.9958252098830733,0.995828263514688,0.9958260597481327,5753.0,0.9990911102035261,0.9990912803757404,0.9990911952896333,0.021959876641631126,21.9202,262.452,16.423,7.4766355140186915,1600,,,,,,,,
0.9970621468926554,0.9970621468926554,0.9970621468926554,4425.0,0.990210843373494,0.990210843373494,0.990210843373494,1328.0,0.9954806188075787,0.9936364951330747,0.9936364951330747,0.9936364951330747,5753.0,0.9954806188075787,0.9954806188075787,0.9954806188075787,5753.0,0.999123102579811,0.9991230174937036,0.9991230600367573,0.02195598930120468,22.0647,260.733,16.316,8.411214953271028,1800,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,9.345794392523365,2000,0.0128,0.6763964891433716,1.1317757009345796e-06,,,,,
0.9968390155791375,0.9977401129943503,0.997289360740908,4425.0,0.9924471299093656,0.9894578313253012,0.9909502262443439,1328.0,0.995828263514688,0.9946430727442515,0.9935989721598257,0.994119793492626,5753.0,0.9958252098830733,0.995828263514688,0.9958260597481327,5753.0,0.9990934075284188,0.999093492614526,0.9990934500714723,0.022588903084397316,22.1414,259.829,16.259,9.345794392523365,2000,,,,,,,,
0.9970621468926554,0.9970621468926554,0.9970621468926554,4425.0,0.990210843373494,0.990210843373494,0.990210843373494,1328.0,0.9954806188075787,0.9936364951330747,0.9936364951330747,0.9936364951330747,5753.0,0.9954806188075787,0.9954806188075787,0.9954806188075787,5753.0,0.9991997651623443,0.9991996800762372,0.9991997226192908,0.02110171504318714,21.9912,261.605,16.37,10.280373831775702,2200,,,,,,,,
0.9970628106642566,0.9972881355932204,0.9971754603999549,4425.0,0.9909570459683497,0.990210843373494,0.9905838041431262,1328.0,0.9956544411611333,0.9940099283163031,0.9937494894833572,0.9938796322715405,5753.0,0.9956533798427436,0.9956544411611333,0.9956538682725312,5753.0,0.9991739840718807,0.9991741542440951,0.9991740691579879,0.021743619814515114,21.9803,261.735,16.378,11.214953271028037,2400,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,11.682242990654206,2500,0.0117,0.6229393482208252,6.644859813084112e-07,,,,,
0.9970614828209765,0.9968361581920904,0.9969488077748898,4425.0,0.9894657637321295,0.990210843373494,0.9898381633421152,1328.0,0.995306796454024,0.993263623276553,0.9935235007827922,0.9933934855585025,5753.0,0.9953081167597929,0.995306796454024,0.9953074144484994,5753.0,0.9992010414539513,0.9992012116261656,0.9992011265400584,0.02139316499233246,21.97,261.857,16.386,12.149532710280374,2600,,,,,,,,
0.9968383017163505,0.9975141242937853,0.9971760984976844,4425.0,0.9916981132075472,0.9894578313253012,0.9905767056162834,1328.0,0.9956544411611333,0.9942682074619489,0.9934859778095433,0.9938764020569839,5753.0,0.9956517607221405,0.9956544411611333,0.9956527204781294,5753.0,0.9991888741406303,0.9991887890545231,0.9991888315975768,0.021612808108329773,21.9987,261.515,16.365,13.08411214953271,2800,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.018691588785046,3000,0.0111,0.9262988567352295,1.97196261682243e-07,,,,,
0.9968390155791375,0.9977401129943503,0.997289360740908,4425.0,0.9924471299093656,0.9894578313253012,0.9909502262443439,1328.0,0.995828263514688,0.9946430727442515,0.9935989721598257,0.994119793492626,5753.0,0.9958252098830733,0.995828263514688,0.9958260597481327,5753.0,0.9991259955074536,0.9991253148185965,0.999125655163025,0.0228097103536129,22.0083,261.402,16.357,14.018691588785046,3000,,,,,,,,
0.9968383017163505,0.9975141242937853,0.9971760984976844,4425.0,0.9916981132075472,0.9894578313253012,0.9905767056162834,1328.0,0.9956544411611333,0.9942682074619489,0.9934859778095433,0.9938764020569839,5753.0,0.9956517607221405,0.9956544411611333,0.9956527204781294,5753.0,0.9991635184807025,0.9991635184807025,0.9991635184807025,0.022015346214175224,21.9875,261.648,16.373,14.953271028037383,3200,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.0,3210,,,,8078.6277,202.934,0.397,4.31350841933568e+17,0.0400999050645442
